Cod_Nodo,Cod_Reporta_a_nodo,unidad,reporta_a,Cod_nodo2,EstructuraPrincipal,Gastos,RecursosHumanos,Jurisdiccion,Subjurisdiccion
A1,A610,Administración de Infraestructuras Ferroviarias S.E.,Secretaría de Transporte,A1,1,0,0,,
A2,A800,Administración de Parques Nacionales,Vicejefatura de Gabinete del Interior,A2,1,83122000000,3122,Jefatura de Gabinete de Ministros,Administración de Parques Nacionales
A3,A705,Administración de Servicios Generales,Subsecretaría de Planificación General,A3,1,0,0,,
A4,A534,Administración Federal de Ingresos Públicos,Ministerio de Economía,A4,1,0,0,,
A5,A3,Administración General de la Residencia Presidencial de Olivos,Administración de Servicios Generales,A5,1,0,0,,
A6,A610,Administración General de Puertos S.E.,Secretaría de Transporte,A6,1,0,0,,
A7,A610,Administración Nacional de Aviación Civil,Secretaría de Transporte,A7,1,63662000000,3534,Ministerio de Transporte,Administración Nacional de Aviación Civil
A8,A737,Administración Nacional de la Seguridad Social,Subsecretaría de Seguridad Social,A8,1,0,25392,,
A9,A537,"Administración Nacional de Laboratorios e Institutos de Salud ""Dr. Carlos Malbrán""",Ministerio de Salud,A9,1,50537000000,2332,Ministerio de Salud,"Administración Nacional de Laboratorios e Institutos de Salud ""Dr. Carlos Malbrán"""
A10,A537,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",Ministerio de Salud,A10,1,44218000000,1662,Ministerio de Salud,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica"
A11,A610,Aerolíneas Argentinas S.A.,Secretaría de Transporte,A11,1,0,0,,
A12,A801,Agencia de Acceso a la Información Pública,Vicejefatura de Gabinete Ejecutiva,A12,1,2520000000,68,Jefatura de Gabinete de Ministros,Agencia de Acceso a la Información Pública
A13,A801,Agencia de Administración de Bienes del Estado,Vicejefatura de Gabinete Ejecutiva,A13,1,13081000000,430,Jefatura de Gabinete de Ministros,Agencia de Administración de Bienes del Estado
A14,A597,Agencia de Planificación,Secretaría de Obras Públicas,A14,1,0,0,,
A15,A568,Agencia de Publicidad del Estado Sociedad Anónima Unipersonal (APE S.A.U.),Secretaría de Comunicación y Medios,A15,1,0,0,,
A16,A590,Agencia de Seguridad Nacional - ASN,Secretaría de Inteligencia de Estado,A16,1,0,0,,
A17,A590,Agencia Federal de Ciberseguridad - AFC,Secretaría de Inteligencia de Estado,A17,1,0,0,,
A18,A537,Agencia Nacional de Discapacidad,Ministerio de Salud,A18,1,3194482000000,1562,Presidencia de la Nación,Agencia Nacional de Discapacidad
A19,A538,Agencia Nacional de Materiales Controlados,Ministerio de Seguridad,A19,1,0,108,Ministerio de Justicia y Derechos Humanos,Agencia Nacional de Materiales Controlados
A20,A589,"Agencia Nacional de Promoción de la Investigación, el Desarrollo Tecnológico y la Innovación","Secretaría de Innovación, Ciencia y Tecnología",A20,1,36087000000,282,"Ministerio de Ciencia, Tecnología e Innovación","Agencia Nacional de Promoción de la Investigación, el Desarrollo Tecnológico y la Innovación"
A21,A610,Agencia Nacional de Seguridad Vial,Secretaría de Transporte,A21,1,17865000000,702,Ministerio de Transporte,Agencia Nacional de Seguridad Vial
A22,A588,Agencia Regulatoria de la Industria del Cáñamo y del Cannabis Medicinal (ARICCAME),Secretaría de Industria y Comercio,A22,1,0,0,,
A23,A48,Agrupación Seguridad e Inteligencia,Casa Militar,A23,1,0,0,,
A24,A48,Agrupación Técnica,Casa Militar,A24,1,0,0,,
A25,A597,Agua y Saneamientos Argentinos S.A.,Secretaría de Obras Públicas,A25,1,0,0,,
A26,A580,Archivo Nacional de la Memoria,Secretaría de Derechos Humanos,A26,1,0,0,,
A27,A767,Auditoría Adjunta Áreas de Apoyo,Unidad de Auditoría Interna,A27,1,0,0,,
A28,A767,Auditoría Adjunta General de Articulación Operativa,Unidad de Auditoría Interna,A28,1,0,0,,
A29,A767,Auditoría Adjunta General en Gendarmería Nacional Argentina,Unidad de Auditoría Interna,A29,1,0,0,,
A30,A767,Auditoría Adjunta General en Policía de Seguridad Aeroportuaria,Unidad de Auditoría Interna,A30,1,0,0,,
A31,A767,Auditoría Adjunta General en Policía Federal Argentina,Unidad de Auditoría Interna,A31,1,0,0,,
A32,A767,Auditoría Adjunta General en Prefectura Naval Argentina,Unidad de Auditoría Interna,A32,1,0,0,,
A33,A767,Auditoría Adjunta General en Servicio Penitenciario Federal,Unidad de Auditoría Interna,A33,1,0,0,,
A34,A767,Auditoría Adjunta Operacional,Unidad de Auditoría Interna,A34,1,0,0,,
A35,A233,Auditoría de Asuntos Internos,Dirección de Control Policial de la Policía de Seguridad Aeroportuaria,A35,1,0,0,,
A36,A767,Auditoría Interna Adjunta General,Unidad de Auditoría Interna,A36,1,0,0,,
A37,A597,Autoridad de Cuenca Matanza Riachuelo,Secretaría de Obras Públicas,A37,1,0,0,,
A38,A614,Autoridad Regulatoria Nuclear,Secretaría General de la Presidencia de la Nación,A38,1,21202000000,668,Presidencia de la Nación,Autoridad Regulatoria Nuclear
A39,A531,Ballet Nacional,Ministerio de Capital Humano,A39,1,0,0,,
A40,A534,Banco Central de la República Argentina,Ministerio de Economía,A40,1,0,0,,
A41,A534,Banco de Inversión y Comercio Exterior S.A.,Ministerio de Economía,A41,1,0,0,,
A42,A534,Banco de la Nación Argentina,Ministerio de Economía,A42,1,0,0,,
A43,A534,Banco Hipotecario S.A.,Ministerio de Economía,A43,1,0,0,,
A44,A589,Banco Nacional de Datos Genéticos,"Secretaría de Innovación, Ciencia y Tecnología",A44,1,2333000000,86,"Ministerio de Ciencia, Tecnología e Innovación",Banco Nacional de Datos Genéticos (BNDG)
A45,A610,Belgrano Cargas y Logística S.A.,Secretaría de Transporte,A45,1,0,0,,
A46,A531,Biblioteca Nacional Doctor Mariano Moreno,Ministerio de Capital Humano,A46,1,30290000000,238,Ministerio de Cultura,Biblioteca Nacional
A47,A569,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal",Secretaría de Coordinación Administrativa,A47,1,0,282,,
A48,A614,Casa Militar,Secretaría General de la Presidencia de la Nación,A48,1,0,0,,
A49,A531,Casa Patria Grande 'Presidente Néstor Carlos Kirchner',Ministerio de Capital Humano,A49,1,0,0,,
A50,A683,Centro Cultural del Bicentenario 'Presidente Dr. Néstor Carlos Kirchner',Subsecretaría de Gestión y Desarrollo Cultural,A50,1,0,0,,
A51,A580,Centro Internacional para la Promoción de los Derechos Humanos,Secretaría de Derechos Humanos,A51,1,700000000,66,Ministerio de Justicia y Derechos Humanos,Centro Internacional para la Promoción de los Derechos Humanos
A52,A531,Cinemateca y Archivo de la Imagen Nacional,Ministerio de Capital Humano,A52,1,0,0,,
A53,A583,Comisión Mixta Argentino-Paraguaya del Río Paraná,Secretaría de Energía,A53,1,0,0,,
A54,A611,Comisión Nacional Antidopaje,"Secretaría de Turismo, Ambiente y Deportes",A54,1,0,0,,
A55,A589,Comisión Nacional de Actividades Espaciales,"Secretaría de Innovación, Ciencia y Tecnología",A55,1,51033000000,534,"Ministerio de Ciencia, Tecnología e Innovación",Comisión Nacional de Actividades Espaciales
A56,A588,Comisión Nacional de Comercio Exterior,Secretaría de Industria y Comercio,A56,1,0,0,,
A57,A617,Comisión Nacional de Coordinación del Programa de Promoción del Microcrédito para el Desarrollo de la Economía Social,"Secretaría Nacional de Niñez, Adolescencia y Familia",A57,1,0,0,,
A58,A588,Comisión Nacional de Defensa de la Competencia,Secretaría de Industria y Comercio,A58,1,0,0,,
A59,A529,Comisión Nacional de Energía Atómica,Jefatura de Gabinete de Ministros,A59,1,229819000000,6242,Ministerio de Economía,Comisión Nacional de Energía Atómica (CNEA)
A60,A562,Comisión Nacional de Evaluación de Tecnologías Sanitarias y Excelencia Clínica (CONETEC),Secretaría de Acceso y Equidad en Salud,A60,1,0,0,,
A61,A715,Comisión Nacional de Evaluación y Acreditación Universitaria,Subsecretaría de Políticas Universitarias,A61,1,4575000000,170,Ministerio de Educación,Comisión Nacional de Evaluación y Acreditación Universitaria
A62,A579,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos",Secretaría de Cultura,A62,1,0,0,,
A63,A610,Comisión Nacional de Regulación del Transporte,Secretaría de Transporte,A63,1,34176000000,156,Ministerio de Transporte,Comisión Nacional de Regulación de Transporte
A64,A534,Comisión Nacional de Valores,Ministerio de Economía,A64,1,17421000000,506,Ministerio de Economía,Comisión Nacional de Valores
A65,A579,Comisión Nacional Protectora de Bibliotecas Populares,Secretaría de Cultura,A65,1,0,0,,
A66,A583,Comisión Técnica Mixta de Salto Grande,Secretaría de Energía,A66,1,0,0,,
A67,A531,Consejo Nacional de Coordinación de Políticas Sociales,Ministerio de Capital Humano,A67,1,0,0,Presidencia de la Nación,Consejo Nacional de Coordinación de Políticas Sociales
A68,A589,Consejo Nacional de Investigaciones Científicas y Técnicas,"Secretaría de Innovación, Ciencia y Tecnología",A68,1,518839000000,35800,"Ministerio de Ciencia, Tecnología e Innovación",Consejo Nacional de Investigaciones Científicas y Técnicas
A69,A532,Construcción de Vivienda para la Armada,Ministerio de Defensa,A69,1,0,0,,
A70,A568,Contenidos Públicos S.E.,Secretaría de Comunicación y Medios,A70,1,0,0,,
A71,A345,Coordinación de Acceso a la Información Pública,Dirección General de Asuntos Jurídicos,A71,1,0,0,,
A72,A342,"Coordinación de Administración de Bienes, Servicios y Patrimonio",Dirección General de Administración,A72,1,0,0,,
A73,A389,Coordinación de Administración de Pasos Fronterizos,Dirección Nacional de Control de Fronteras e Hidrovías,A73,1,0,0,,
A74,A342,Coordinación de Administración de Vocería y Comunicación de Gobierno,Dirección General de Administración,A74,1,0,0,,
A75,A364,Coordinación de Administración del Personal,Dirección General de Recursos Humanos,A75,1,0,0,,
A76,A453,Coordinación de Administración y Planificación Logística,Dirección Operativa de Comunicación Digital de la Presidencia de la Nación,A76,1,0,0,,
A77,A378,Coordinación de Admisión y Derivación de Denuncias,Dirección Nacional de Asuntos Estratégicos,A77,1,0,0,,
A78,A277,Coordinación de Análisis de Información,Dirección de Investigaciones,A78,1,0,0,,
A79,A295,Coordinación de Análisis de Proyectos y Cadenas de Valor,Dirección de Política Industrial y Producción para la Defensa,A79,1,0,0,,
A80,A427,Coordinación de Análisis Internacional,Dirección Nacional de Política Internacional para la Defensa,A80,1,0,0,,
A81,A345,Coordinación de Análisis y Asistencia Jurídica,Dirección General de Asuntos Jurídicos,A81,1,0,0,,
A82,A229,Coordinación de Aprobación de Gastos y Consolidación de la Deuda,Dirección de Contabilidad,A82,1,11667602000000,0,Servicio de la Deuda Pública,Servicio de la Deuda Pública
A83,A405,Coordinación de Articulación de Ciencia y Tecnología para la Defensa,"Dirección Nacional de Investigación, Desarrollo, Innovación y Transferencia para la Defensa",A83,1,0,0,,
A84,A345,Coordinación de Asesoramiento Legal en Contrataciones,Dirección General de Asuntos Jurídicos,A84,1,0,0,,
A85,A473,Coordinación de Asesoramiento Notarial,Escribanía General del Gobierno de la Nación,A85,1,0,0,,
A86,A265,Coordinación de Asuntos en Materia Contenciosa,Dirección de Gestión Judicial,A86,1,0,0,,
A87,A244,Coordinación de Asuntos Registrales,Dirección de Dictámenes,A87,1,0,0,,
A88,A402,Coordinación de Asuntos y Eventos Bilaterales y Multilaterales,Dirección Nacional de Gestión de la Cooperación Internacional para la Defensa,A88,1,0,0,,
A89,A254,Coordinación de Atención Inmediata,Dirección de Fortalecimiento para el Acompañamiento a las Víctimas,A89,1,0,0,,
A90,A406,Coordinación de Búsqueda de Personas,Dirección Nacional de Investigaciones de Delitos de Trata y contra la Integridad Sexual,A90,1,0,0,,
A91,A324,Coordinación de Capacitación para la Gestión Local,Dirección de Seguridad Municipal,A91,1,0,0,,
A92,A364,Coordinación de Carrera del Personal,Dirección General de Recursos Humanos,A92,1,0,0,,
A93,A228,Coordinación de Ceremonial,Dirección de Comunicación Institucional,A93,1,0,0,,
A94,A239,Coordinación de Compras y Contrataciones,Dirección de Coordinación Técnica y Administrativa,A94,1,0,0,,
A95,A228,Coordinación de Comunicación Digital,Dirección de Comunicación Institucional,A95,1,0,0,,
A96,A368,Coordinación de Comunicaciones y Sistemas,Dirección General de Tecnología Informática y Telecomunicaciones,A96,1,0,0,,
A97,A342,Coordinación de Contabilidad,Dirección General de Administración,A97,1,0,0,,
A98,A345,Coordinación de Contencioso e Innovación,Dirección General de Asuntos Jurídicos,A98,1,0,0,,
A99,A311,Coordinación de Contenido Audiovisual,Dirección de Realización Audiovisual de la Presidencia de la Nación,A99,1,0,0,,
A100,A443,Coordinación de Contenidos de Activos Digitales,Dirección Nacional de Vocería y Comunicación Directa,A100,1,0,0,,
A101,A302,Coordinación de Control de Ejecución Presupuestaria,Dirección de Programación y Control Presupuestario,A101,1,0,0,,
A102,A332,Coordinación de Control de Procesos,Dirección de Supervisión Operativa,A102,1,0,0,,
A103,A5,Coordinación de Control Operativo,Administración General de la Residencia Presidencial de Olivos,A103,1,0,0,,
A104,A349,Coordinación de Denuncias,Dirección General de Asuntos Prioritarios,A104,1,0,0,,
A105,A244,"Coordinación de Dictámenes en Materia de Derechos Humanos, de Ética Pública y de Información Financiera",Dirección de Dictámenes,A105,1,0,0,,
A106,A244,Coordinación de Dictámenes en Materia de Justicia,Dirección de Dictámenes,A106,1,0,0,,
A107,A307,Coordinación de Dispositivos Territoriales,Dirección de Promoción para el Acceso a la Justicia,A107,1,0,0,,
A108,A221,Coordinación de Economato,Dirección de Casa de Gobierno,A108,1,0,0,,
A109,A299,Coordinación de Edición y Animación,Dirección de Producción Audiovisual,A109,1,0,0,,
A110,A390,Coordinación de Enlace con Organismos de Financiamiento Internacional,Dirección Nacional de Cooperación Internacional,A110,1,0,0,,
A111,A344,Coordinación de Evaluación de Ofertas,Dirección General de Administración para la Logística,A111,1,0,0,,
A112,A297,Coordinación de Evaluación Presupuestaria,Dirección de Presupuesto,A112,1,0,0,,
A113,A267,Coordinación de Formulación y Evaluación Presupuestaria,Dirección de Gestión y Control Presupuestario Jurisdiccional,A113,1,0,0,,
A114,A366,Coordinación de Gestión Cultural,Dirección General de Relaciones Institucionales,A114,1,0,0,,
A115,A453,Coordinación de Gestión de Comunicación Digital,Dirección Operativa de Comunicación Digital de la Presidencia de la Nación,A115,1,0,0,,
A116,A401,Coordinación de Gestión de Fondos Audiovisuales,Dirección Nacional de Gestión de Fondos Documentales,A116,1,0,0,,
A117,A332,Coordinación de Gestión de los Organismos Descentralizados y Entes del Sector Público Nacional,Dirección de Supervisión Operativa,A117,1,0,0,,
A118,A291,Coordinación de Gestión de Medios,Dirección de Planificación de Medios,A118,1,0,0,,
A119,A221,Coordinación de Gestión de Servicios,Dirección de Casa de Gobierno,A119,1,0,0,,
A120,A342,Coordinación de Gestión Documental,Dirección General de Administración,A120,1,0,0,,
A121,A265,Coordinación de Gestión Extrajudicial y Oficios,Dirección de Gestión Judicial,A121,1,0,0,,
A122,A239,Coordinación de Gestión Informática,Dirección de Coordinación Técnica y Administrativa,A122,1,0,0,,
A123,A411,Coordinación de Gestión Técnica,Dirección Nacional de Logística y Equipamiento Federal,A123,1,0,0,,
A124,A420,Coordinación de Gestión Técnica para la Defensa,Dirección Nacional de Planeamiento Operativo para la Defensa,A124,1,0,0,,
A125,A669,Coordinación de Gestión Técnico Administrativa,Subsecretaría de Gestión Administrativa,A125,1,0,0,,
A126,A221,"Coordinación de Higiene, Seguridad Ambiental y Sustentabilidad",Dirección de Casa de Gobierno,A126,1,0,0,,
A127,A270,Coordinación de Información de Gobierno,Dirección de Información Pública y Enlace,A127,1,0,0,,
A128,A232,"Coordinación de Informes, Desempeño y Estados Contables",Dirección de Control de Empresas y Materiales para la Defensa,A128,1,0,0,,
A129,A325,Coordinación de Infraestructura,Dirección de Servicios Generales,A129,1,0,0,,
A130,A423,Coordinación de Infraestructura Edilicia,"Dirección Nacional de Planificación Estratégica, Patrimonio e Infraestructura Edilicia",A130,1,0,0,,
A131,A221,Coordinación de Infraestructura Técnica,Dirección de Casa de Gobierno,A131,1,0,0,,
A132,A367,Coordinación de Infraestructura Tecnológica,Dirección General de Tecnología de la Información,A132,1,0,0,,
A133,A322,Coordinación de Infraestructuras Seguras,Dirección de Seguridad en Eventos Deportivos,A133,1,0,0,,
A134,A344,"Coordinación de Inmuebles, Reservas e Infraestructura",Dirección General de Administración para la Logística,A134,1,0,0,,
A135,A304,Coordinación de Investigación,Dirección de Programas Culturales y Museo Casa Rosada,A135,1,0,0,,
A136,A401,Coordinación de Investigaciones Históricas y Fondos del Archivo CONADEP,Dirección Nacional de Gestión de Fondos Documentales,A136,1,0,0,,
A137,A364,Coordinación de Liquidación de Haberes,Dirección General de Recursos Humanos,A137,1,0,0,,
A138,A229,Coordinación de Liquidación de Haberes y Certificación de Servicios,Dirección de Contabilidad,A138,1,0,0,,
A139,A284,Coordinación de Logística de Protección Civil,Dirección de Operaciones de Protección Civil,A139,1,0,0,,
A140,A304,Coordinación de Logística y Organización del Museo,Dirección de Programas Culturales y Museo Casa Rosada,A140,1,0,0,,
A141,A299,Coordinación de Materiales Gráficos,Dirección de Producción Audiovisual,A141,1,0,0,,
A142,A443,Coordinación de Monitoreo y Métricas,Dirección Nacional de Vocería y Comunicación Directa,A142,1,0,0,,
A143,A342,Coordinación de Movimiento de Valores,Dirección General de Administración,A143,1,0,0,,
A144,A284,Coordinación de Operaciones de Protección Civil,Dirección de Operaciones de Protección Civil,A144,1,0,0,,
A145,A402,Coordinación de Operaciones Militares Internacionales,Dirección Nacional de Gestión de la Cooperación Internacional para la Defensa,A145,1,0,0,,
A146,A307,Coordinación de Patrocinio Jurídico,Dirección de Promoción para el Acceso a la Justicia,A146,1,0,0,,
A147,A364,Coordinación de Planes y Programas de Capacitación,Dirección General de Recursos Humanos,A147,1,0,0,,
A148,A425,Coordinación de Planificación,Dirección Nacional de Planificación y Seguimiento,A148,1,0,0,,
A149,A411,Coordinación de Planificación Estratégica,Dirección Nacional de Logística y Equipamiento Federal,A149,1,0,0,,
A150,A291,Coordinación de Planificación Operativa de Medios,Dirección de Planificación de Medios,A150,1,0,0,,
A151,A427,Coordinación de Planificación para la Defensa,Dirección Nacional de Política Internacional para la Defensa,A151,1,0,0,,
A152,A306,Coordinación de Políticas de Distribución Igualitaria de Tareas de Cuidado,Dirección de Promoción de Políticas Específicas de Igualdad y No Discriminación,A152,1,0,0,,
A153,A306,Coordinación de Políticas de Igualdad en la Inclusión Laboral,Dirección de Promoción de Políticas Específicas de Igualdad y No Discriminación,A153,1,0,0,,
A154,A292,Coordinación de Políticas de Integridad,Dirección de Planificación de Políticas de Transparencia,A154,1,0,0,,
A155,A311,Coordinación de Postproducción Audiovisual,Dirección de Realización Audiovisual de la Presidencia de la Nación,A155,1,0,0,,
A156,A239,"Coordinación de Presupuesto, Contabilidad y Finanzas",Dirección de Coordinación Técnica y Administrativa,A156,1,0,0,,
A157,A298,Coordinación de Prevención del Riesgo de Desastres,Dirección de Prevención y Reducción del Riesgo de Desastres,A157,1,0,0,,
A158,A267,Coordinación de Programación de la Ejecución Presupuestaria,Dirección de Gestión y Control Presupuestario Jurisdiccional,A158,1,0,0,,
A159,A362,Coordinación de Programación Financiera,Dirección General de Presupuesto,A159,1,0,0,,
A160,A405,"Coordinación de Propiedad Intelectual, Normalización y Certificación de Productos","Dirección Nacional de Investigación, Desarrollo, Innovación y Transferencia para la Defensa",A160,1,0,0,,
A161,A295,Coordinación de Prospectiva Tecnológica y Análisis de Recursos,Dirección de Política Industrial y Producción para la Defensa,A161,1,0,0,,
A162,A366,Coordinación de Protocolo y Ceremonial,Dirección General de Relaciones Institucionales,A162,1,0,0,,
A163,A239,Coordinación de Recursos Humanos,Dirección de Coordinación Técnica y Administrativa,A163,1,0,0,,
A164,A298,Coordinación de Relaciones Institucionales para la Prevención y Reducción del Riesgo de Desastres,Dirección de Prevención y Reducción del Riesgo de Desastres,A164,1,0,0,,
A165,A284,Coordinación de Respuesta de Protección Civil,Dirección de Operaciones de Protección Civil,A165,1,0,0,,
A166,A349,Coordinación de Respuestas y Derivaciones,Dirección General de Asuntos Prioritarios,A166,1,0,0,,
A167,A701,Coordinación de Salud y Bienestar del Personal de las Fuerzas Armadas,Subsecretaría de Planeamiento Estratégico y Política Militar,A167,1,0,0,,
A168,A425,Coordinación de Seguimiento de Campañas,Dirección Nacional de Planificación y Seguimiento,A168,1,0,0,,
A169,A254,Coordinación de Seguimiento de Casos y Bases de Datos,Dirección de Fortalecimiento para el Acompañamiento a las Víctimas,A169,1,0,0,,
A170,A232,Coordinación de Seguimiento de Exportaciones e Importaciones de Materiales Estratégicos para la Defensa,Dirección de Control de Empresas y Materiales para la Defensa,A170,1,0,0,,
A171,A5,Coordinación de Servicios Auxiliares,Administración General de la Residencia Presidencial de Olivos,A171,1,0,0,,
A172,A5,Coordinación de Servicios de Control Administrativo,Administración General de la Residencia Presidencial de Olivos,A172,1,0,0,,
A173,A367,Coordinación de Sistemas de Información,Dirección General de Tecnología de la Información,A173,1,0,0,,
A174,A342,Coordinación de Tesorería,Dirección General de Administración,A174,1,0,0,,
A175,A302,Coordinación de Verificación y Rendición de Cuentas,Dirección de Programación y Control Presupuestario,A175,1,0,0,,
A176,A584,Coordinación de Veteranos de Guerra de Malvinas,Secretaría de Estrategia y Asuntos Militares,A176,1,0,0,,
A177,A286,Coordinación de Vínculos con las Organizaciones de la Sociedad Civil,Dirección de Participación Ciudadana,A177,1,0,0,,
A178,A298,Coordinación de Voluntariado en Gestión y Reducción del Riesgo de Desastres,Dirección de Prevención y Reducción del Riesgo de Desastres,A178,1,0,0,,
A179,A364,Coordinación del Personal Civil y Personal Docente Civil de las Fuerzas Armadas,Dirección General de Recursos Humanos,A179,1,0,0,,
A180,A639,Coordinación del Registro Nacional de Información de Personas Menores Extraviadas,Subsecretaría de Asuntos Registrales,A180,1,0,0,,
A181,A260,Coordinación Ley N° 26.913,Dirección de Gestión de Políticas Reparatorias,A181,1,0,0,,
A182,A260,"Coordinación Leyes N° 24.043, N° 26.564 y Exilio Forzado",Dirección de Gestión de Políticas Reparatorias,A182,1,0,0,,
A183,A260,"Coordinación Leyes N° 24.321, N° 24.411 y N° 25.914",Dirección de Gestión de Políticas Reparatorias,A183,1,0,0,,
A184,A473,Coordinación Logística,Escribanía General del Gobierno de la Nación,A184,1,0,0,,
A185,A707,Coordinación Nacional de Rescate y Acompañamiento a Víctimas del Delito de Trata de Personas,Subsecretaría de Política Criminal,A185,1,0,0,,
A186,A473,Coordinación Operativa,Escribanía General del Gobierno de la Nación,A186,1,0,0,,
A187,A322,Coordinación Operativa de Eventos Deportivos,Dirección de Seguridad en Eventos Deportivos,A187,1,0,0,,
A188,A788,Coordinación Técnico-Administrativa de la Secretaría Privada,Unidad Gabinete de Asesores,A188,1,0,0,,
A189,A364,Coordinación Técnico-Administrativa de Recursos Humanos,Dirección General de Recursos Humanos,A189,1,0,0,,
A190,A270,Coordinación Vínculo Interministerial,Dirección de Información Pública y Enlace,A190,1,0,0,,
A191,A612,Corporación Antiguo Puerto Madero S.A.,Secretaría Ejecutiva,A191,1,0,0,,
A192,A588,Corporación del Mercado Central de Buenos Aires,Secretaría de Industria y Comercio,A192,1,0,0,,
A193,A532,Corporación Interestadual Pulmari,Ministerio de Defensa,A193,1,0,0,,
A194,A610,Corredores Viales S.A.,Secretaría de Transporte,A194,1,0,0,,
A195,A589,Correo Oficial de la República Argentina Sociedad Anónima,"Secretaría de Innovación, Ciencia y Tecnología",A195,1,0,0,,
A196,A233,Defensoría del Policía de Seguridad Aeroportuaria,Dirección de Control Policial de la Policía de Seguridad Aeroportuaria,A196,1,0,0,,
A197,A489,Delegación Administrativa,Inspección General de Justicia,A197,1,0,0,,
A198,A48,Delegación de Recursos Humanos,Casa Militar,A198,1,0,0,,
A199,A610,Desarrollo del Capital Humano Ferroviario Sociedad Anónima con Participación Estatal Mayoritaria,Secretaría de Transporte,A199,1,0,0,,
A200,A583,Dioxitek S.A.,Secretaría de Energía,A200,1,0,0,,
A201,A412,Dirección Administrativa,Dirección Nacional de los Registros Nacionales de la Propiedad del Automotor y de Créditos Prendarios (DNRPA),A201,1,0,0,,
A202,A388,Dirección Creativa,Dirección Nacional de Contenidos Audiovisuales e Imagen Institucional de Gobierno,A202,1,0,0,,
A203,A364,Dirección de Administración de Personal,Dirección General de Recursos Humanos,A203,1,0,0,,
A204,A364,Dirección de Administración de Recursos Humanos,Dirección General de Recursos Humanos,A204,1,0,0,,
A205,A344,Dirección de Administración Financiera,Dirección General de Administración para la Logística,A205,1,0,0,,
A206,A358,Dirección de Agrupación Aérea,Dirección General de Logística,A206,1,0,0,,
A207,A373,Dirección de Apoyo al Sistema Nacional para la Gestión Integral del Riesgo,Dirección Nacional de Apoyo Federal a Emergencias,A207,1,0,0,,
A208,A371,Dirección de Apoyo Técnico y Fiscalización Interna,Dirección General del Registro de la Propiedad Inmueble de la Capital Federal,A208,1,0,0,,
A209,A345,Dirección de Asesoramiento Jurídico en Materia de Asuntos Administrativos,Dirección General de Asuntos Jurídicos,A209,1,0,0,,
A210,A624,Dirección de Asistencia de Personas bajo Vigilancia Electrónica,Servicio Penitenciario Federal,A210,1,0,0,,
A211,A382,Dirección de Asistencia Integral a Testigos Víctimas de Lesa Humanidad,Dirección Nacional de Asuntos Jurídicos Nacionales de Derechos Humanos,A211,1,0,0,,
A212,A592,Dirección de Asistencia Técnica y Legislativa,Secretaría de Justicia,A212,1,0,0,,
A213,A345,Dirección de Asuntos Contenciosos,Dirección General de Asuntos Jurídicos,A213,1,0,0,,
A214,A345,Dirección de Asuntos Judiciales,Dirección General de Asuntos Jurídicos,A214,1,0,0,,
A215,A542,Dirección de Asuntos Jurídicos,Oficina Anticorrupción,A215,1,0,0,,
A216,A345,Dirección de Asuntos Legales,Dirección General de Asuntos Jurídicos,A216,1,0,0,,
A217,A345,Dirección de Asuntos Legales de Comunicación de Gobierno,Dirección General de Asuntos Jurídicos,A217,1,0,0,,
A218,A448,Dirección de Atención e Información al Usuario,Dirección Nacional del Registro Nacional de Reincidencia,A218,1,0,0,,
A219,A373,Dirección de Bomberos Voluntarios,Dirección Nacional de Apoyo Federal a Emergencias,A219,1,0,0,,
A220,A425,Dirección de Campañas,Dirección Nacional de Planificación y Seguimiento,A220,1,0,0,,
A221,A3,Dirección de Casa de Gobierno,Administración de Servicios Generales,A221,1,0,0,,
A222,A788,Dirección de Ciberdelito y Asuntos Cibernéticos,Unidad Gabinete de Asesores,A222,1,0,0,,
A223,A414,Dirección de Competitividad de la Marca,Dirección Nacional de Marca País,A223,1,0,0,,
A224,A342,Dirección de Compras,Dirección General de Administración,A224,1,0,0,,
A225,A342,Dirección de Compras y Servicios Generales,Dirección General de Administración,A225,1,0,0,,
A226,A443,Dirección de Comunicación de la Vocería,Dirección Nacional de Vocería y Comunicación Directa,A226,1,0,0,,
A227,A388,Dirección de Comunicación e Imagen Institucional,Dirección Nacional de Contenidos Audiovisuales e Imagen Institucional de Gobierno,A227,1,0,0,,
A228,A788,Dirección de Comunicación Institucional,Unidad Gabinete de Asesores,A228,1,0,0,,
A229,A342,Dirección de Contabilidad,Dirección General de Administración,A229,1,0,0,,
A230,A342,Dirección de Contrataciones y Compras,Dirección General de Administración,A230,1,0,0,,
A231,A342,"Dirección de Contrataciones, Patrimonio y Suministros",Dirección General de Administración,A231,1,0,0,,
A232,A422,Dirección de Control de Empresas y Materiales para la Defensa,Dirección Nacional de Planes y Programas para la Industria y Producción de la Defensa,A232,1,0,0,,
A233,A788,Dirección de Control Policial de la Policía de Seguridad Aeroportuaria,Unidad Gabinete de Asesores,A233,1,0,0,,
A234,A568,Dirección de Convenios y Cooperación Federal,Secretaría de Comunicación y Medios,A234,1,0,0,,
